eventname,eventcategory,eventdescription,eventdate,eventstatus
ProductView,Social,Description for event 801,2025-03-18,Archived
Logout,Social,Description for event 803,2025-03-18,Archived
Subscription,Transactional,Description for event 804,2025-03-18,Active
Login,Social,Description for event 805,2025-03-18,Archived
Signup,Social,Description for event 807,2025-03-18,Archived
ProductView,Transactional,Description for event 808,2025-03-18,Active
AddToCart,Social,Description for event 809,2025-03-18,Archived
Subscription,Social,Description for event 811,2025-03-18,Archived
ProductView,Social,Description for event 815,2025-03-18,Archived
AddToCart,Transactional,Description for event 816,2025-03-18,Active
Logout,Social,Description for event 817,2025-03-18,Archived
Login,Social,Description for event 819,2025-03-18,Archived
Signup,Social,Description for event 821,2025-03-18,Archived
AddToCart,Social,Description for event 823,2025-03-18,Archived
AddToCart,Transactional,Description for event 830,2025-03-18,Active
Subscription,Transactional,Description for event 832,2025-03-18,Active
AddToCart,Social,Description for event 837,2025-03-18,Archived
Checkout,Social,Description for event 841,2025-03-18,Archived
Signup,Transactional,Description for event 842,2025-03-18,Active
Subscription,Transactional,Description for event 846,2025-03-18,Active
Signup,Social,Description for event 849,2025-03-18,Archived
Checkout,Social,Description for event 855,2025-03-18,Archived
Signup,Transactional,Description for event 856,2025-03-18,Active
ProductView,Social,Description for event 857,2025-03-18,Archived
AddToCart,Transactional,Description for event 858,2025-03-18,Active
Logout,Social,Description for event 859,2025-03-18,Archived
Login,Social,Description for event 861,2025-03-18,Archived
Checkout,Transactional,Description for event 862,2025-03-18,Active
Signup,Social,Description for event 863,2025-03-18,Archived
ProductView,Transactional,Description for event 864,2025-03-18,Active
AddToCart,Social,Description for event 865,2025-03-18,Archived
Logout,Transactional,Description for event 866,2025-03-18,Active
Subscription,Social,Description for event 867,2025-03-18,Archived
Login,Transactional,Description for event 868,2025-03-18,Active
Signup,Transactional,Description for event 870,2025-03-18,Active
ProductView,Social,Description for event 871,2025-03-18,Archived
Logout,Social,Description for event 873,2025-03-18,Archived
Subscription,Transactional,Description for event 874,2025-03-18,Active
Checkout,Transactional,Description for event 876,2025-03-18,Active
ProductView,Transactional,Description for event 878,2025-03-18,Active
Checkout,Social,Description for event 883,2025-03-18,Archived
Logout,Social,Description for event 887,2025-03-18,Archived
Login,Social,Description for event 889,2025-03-18,Archived
ProductView,Transactional,Description for event 892,2025-03-18,Active
Logout,Transactional,Description for event 894,2025-03-18,Active
Subscription,Social,Description for event 895,2025-03-18,Archived
Login,Transactional,Description for event 896,2025-03-18,Active
Checkout,Social,Description for event 897,2025-03-18,Archived
ProductView,Social,Description for event 899,2025-03-18,Archived
Logout,Social,Description for event 901,2025-03-18,Archived
Login,Social,Description for event 903,2025-03-18,Archived
Checkout,Transactional,Description for event 904,2025-03-18,Active
Signup,Social,Description for event 905,2025-03-18,Archived
AddToCart,Social,Description for event 907,2025-03-18,Archived
Logout,Transactional,Description for event 908,2025-03-18,Active
Checkout,Social,Description for event 911,2025-03-18,Archived
ProductView,Social,Description for event 913,2025-03-18,Archived
Subscription,Transactional,Description for event 916,2025-03-18,Active
Checkout,Transactional,Description for event 918,2025-03-18,Active
ProductView,Transactional,Description for event 920,2025-03-18,Active
Subscription,Social,Description for event 923,2025-03-18,Archived
Checkout,Social,Description for event 925,2025-03-18,Archived
Signup,Transactional,Description for event 926,2025-03-18,Active
ProductView,Social,Description for event 927,2025-03-18,Archived
Logout,Social,Description for event 929,2025-03-18,Archived
Login,Social,Description for event 931,2025-03-18,Archived
Checkout,Transactional,Description for event 932,2025-03-18,Active
Signup,Social,Description for event 933,2025-03-18,Archived
ProductView,Transactional,Description for event 934,2025-03-18,Active
AddToCart,Social,Description for event 935,2025-03-18,Archived
Logout,Transactional,Description for event 936,2025-03-18,Active
Subscription,Social,Description for event 937,2025-03-18,Archived
Signup,Transactional,Description for event 940,2025-03-18,Active
ProductView,Social,Description for event 941,2025-03-18,Archived
Login,Social,Description for event 945,2025-03-18,Archived
Checkout,Transactional,Description for event 946,2025-03-18,Active
Signup,Social,Description for event 947,2025-03-18,Archived
ProductView,Transactional,Description for event 948,2025-03-18,Active
AddToCart,Social,Description for event 949,2025-03-18,Archived
Logout,Transactional,Description for event 950,2025-03-18,Active
Subscription,Social,Description for event 951,2025-03-18,Archived
Login,Transactional,Description for event 952,2025-03-18,Active
AddToCart,Transactional,Description for event 956,2025-03-18,Active
Logout,Social,Description for event 957,2025-03-18,Archived
Checkout,Transactional,Description for event 960,2025-03-18,Active
Signup,Social,Description for event 961,2025-03-18,Archived
AddToCart,Social,Description for event 963,2025-03-18,Archived
Signup,Transactional,Description for event 968,2025-03-18,Active
AddToCart,Transactional,Description for event 970,2025-03-18,Active
Logout,Social,Description for event 971,2025-03-18,Archived
Subscription,Transactional,Description for event 972,2025-03-18,Active
ProductView,Transactional,Description for event 976,2025-03-18,Active
Subscription,Social,Description for event 979,2025-03-18,Archived
Signup,Transactional,Description for event 982,2025-03-18,Active
ProductView,Social,Description for event 983,2025-03-18,Archived
Logout,Social,Description for event 985,2025-03-18,Archived
Subscription,Transactional,Description for event 986,2025-03-18,Active
Signup,Social,Description for event 989,2025-03-18,Archived
Checkout,Social,Description for event 995,2025-03-18,Archived
Signup,Transactional,Description for event 996,2025-03-18,Active
Logout,Social,Description for event 999,2025-03-18,Archived
Subscription,Transactional,Description for event 1000,2025-03-18,Active
ProductView,Social,Description for event 2000001,2025-03-18,Archived
AddToCart,Transactional,Description for event 2000002,2025-03-18,Active
Logout,Social,Description for event 2000003,2025-03-18,Archived
Subscription,Transactional,Description for event 2000004,2025-03-18,Active
Login,Social,Description for event 2000005,2025-03-18,Archived
Checkout,Transactional,Description for event 2000006,2025-03-18,Active
Signup,Social,Description for event 2000007,2025-03-18,Archived
AddToCart,Social,Description for event 2000009,2025-03-18,Archived
Logout,Transactional,Description for event 2000010,2025-03-18,Active
Login,Transactional,Description for event 2000012,2025-03-18,Active
Checkout,Social,Description for event 2000013,2025-03-18,Archived
Signup,Transactional,Description for event 2000014,2025-03-18,Active
ProductView,Social,Description for event 2000015,2025-03-18,Archived
AddToCart,Transactional,Description for event 2000016,2025-03-18,Active
ProductView,Transactional,Description for event 2000022,2025-03-18,Active
AddToCart,Social,Description for event 2000023,2025-03-18,Archived
Logout,Transactional,Description for event 2000024,2025-03-18,Active
Subscription,Social,Description for event 2000025,2025-03-18,Archived
Login,Transactional,Description for event 2000026,2025-03-18,Active
Signup,Transactional,Description for event 2000028,2025-03-18,Active
AddToCart,Transactional,Description for event 2000030,2025-03-18,Active
Logout,Social,Description for event 2000031,2025-03-18,Archived
Subscription,Transactional,Description for event 2000032,2025-03-18,Active
Login,Social,Description for event 2000033,2025-03-18,Archived
Checkout,Transactional,Description for event 2000034,2025-03-18,Active
Subscription,Social,Description for event 2000039,2025-03-18,Archived
Checkout,Social,Description for event 2000041,2025-03-18,Archived
AddToCart,Transactional,Description for event 2000044,2025-03-18,Active
Logout,Social,Description for event 2000045,2025-03-18,Archived
Subscription,Transactional,Description for event 2000046,2025-03-18,Active
Login,Social,Description for event 2000047,2025-03-18,Archived
Signup,Social,Description for event 2000049,2025-03-18,Archived
AddToCart,Social,Description for event 2000051,2025-03-18,Archived
Logout,Transactional,Description for event 2000052,2025-03-18,Active
Login,Transactional,Description for event 2000054,2025-03-18,Active
Signup,Transactional,Description for event 2000056,2025-03-18,Active
Logout,Social,Description for event 2000059,2025-03-18,Archived
Login,Social,Description for event 2000061,2025-03-18,Archived
Checkout,Transactional,Description for event 2000062,2025-03-18,Active
ProductView,Transactional,Description for event 2000064,2025-03-18,Active
AddToCart,Social,Description for event 2000065,2025-03-18,Archived
Logout,Transactional,Description for event 2000066,2025-03-18,Active
Login,Transactional,Description for event 2000068,2025-03-18,Active
ProductView,Social,Description for event 2000071,2025-03-18,Archived
AddToCart,Transactional,Description for event 2000072,2025-03-18,Active
Subscription,Transactional,Description for event 2000074,2025-03-18,Active
Checkout,Transactional,Description for event 2000076,2025-03-18,Active
Signup,Social,Description for event 2000077,2025-03-18,Archived
Logout,Transactional,Description for event 2000080,2025-03-18,Active
Signup,Transactional,Description for event 2000084,2025-03-18,Active
ProductView,Social,Description for event 2000085,2025-03-18,Archived
AddToCart,Transactional,Description for event 2000086,2025-03-18,Active
Login,Social,Description for event 2000089,2025-03-18,Archived
Signup,Social,Description for event 2000091,2025-03-18,Archived
ProductView,Transactional,Description for event 2000092,2025-03-18,Active
AddToCart,Social,Description for event 2000093,2025-03-18,Archived
Logout,Transactional,Description for event 2000094,2025-03-18,Active
Login,Transactional,Description for event 2000096,2025-03-18,Active
AddToCart,Transactional,Description for event 2000100,2025-03-18,Active
AddToCart,Social,Description for event 3000001,2025-03-18,Archived
Checkout,Social,Description for event 3000005,2025-03-18,Archived
Signup,Transactional,Description for event 3000006,2025-03-18,Active
Logout,Social,Description for event 3000009,2025-03-18,Archived
Subscription,Transactional,Description for event 3000010,2025-03-18,Active
Checkout,Transactional,Description for event 3000012,2025-03-18,Active
Signup,Social,Description for event 3000013,2025-03-18,Archived
ProductView,Transactional,Description for event 3000014,2025-03-18,Active
AddToCart,Social,Description for event 3000015,2025-03-18,Archived
Checkout,Social,Description for event 3000019,2025-03-18,Archived
ProductView,Social,Description for event 3000021,2025-03-18,Archived
AddToCart,Transactional,Description for event 3000022,2025-03-18,Active
Signup,Social,Description for event 3000027,2025-03-18,Archived
Login,Transactional,Description for event 3000032,2025-03-18,Active
Subscription,Transactional,Description for event 3000038,2025-03-18,Active
Login,Social,Description for event 3000039,2025-03-18,Archived
Checkout,Transactional,Description for event 3000040,2025-03-18,Active
Signup,Social,Description for event 3000041,2025-03-18,Archived
ProductView,Transactional,Description for event 3000042,2025-03-18,Active
AddToCart,Social,Description for event 3000043,2025-03-18,Archived
Logout,Transactional,Description for event 3000044,2025-03-18,Active
Subscription,Social,Description for event 3000045,2025-03-18,Archived
Subscription,Transactional,Description for event 3000052,2025-03-18,Active
Signup,Social,Description for event 3000055,2025-03-18,Archived
ProductView,Transactional,Description for event 3000056,2025-03-18,Active
AddToCart,Social,Description for event 3000057,2025-03-18,Archived
Login,Transactional,Description for event 3000060,2025-03-18,Active
Checkout,Social,Description for event 3000061,2025-03-18,Archived
Signup,Transactional,Description for event 3000062,2025-03-18,Active
ProductView,Social,Description for event 3000063,2025-03-18,Archived
AddToCart,Transactional,Description for event 3000064,2025-03-18,Active
Subscription,Transactional,Description for event 3000066,2025-03-18,Active
Checkout,Transactional,Description for event 3000068,2025-03-18,Active
ProductView,Transactional,Description for event 3000070,2025-03-18,Active
AddToCart,Social,Description for event 3000071,2025-03-18,Archived
Logout,Transactional,Description for event 3000072,2025-03-18,Active
Subscription,Social,Description for event 3000073,2025-03-18,Archived
Checkout,Social,Description for event 3000075,2025-03-18,Archived
Signup,Transactional,Description for event 3000076,2025-03-18,Active
AddToCart,Transactional,Description for event 3000078,2025-03-18,Active
Subscription,Transactional,Description for event 3000080,2025-03-18,Active
Login,Social,Description for event 3000081,2025-03-18,Archived
ProductView,Transactional,Description for event 3000084,2025-03-18,Active
AddToCart,Social,Description for event 3000085,2025-03-18,Archived
Logout,Transactional,Description for event 3000086,2025-03-18,Active
Subscription,Social,Description for event 3000087,2025-03-18,Archived
ProductView,Social,Description for event 3000091,2025-03-18,Archived
AddToCart,Transactional,Description for event 3000092,2025-03-18,Active
Subscription,Transactional,Description for event 3000094,2025-03-18,Active
Login,Social,Description for event 3000095,2025-03-18,Archived
Signup,Social,Description for event 3000097,2025-03-18,Archived
Subscription,Transactional,Description for event 4000002,2025-03-18,Active
Checkout,Transactional,Description for event 4000004,2025-03-18,Active
AddToCart,Social,Description for event 4000007,2025-03-18,Archived
Logout,Transactional,Description for event 4000008,2025-03-18,Active
Subscription,Social,Description for event 4000009,2025-03-18,Archived
Checkout,Social,Description for event 4000011,2025-03-18,Archived
Signup,Transactional,Description for event 4000012,2025-03-18,Active
ProductView,Social,Description for event 4000013,2025-03-18,Archived
Subscription,Transactional,Description for event 4000016,2025-03-18,Active
Login,Social,Description for event 4000017,2025-03-18,Archived
Checkout,Transactional,Description for event 4000018,2025-03-18,Active
ProductView,Transactional,Description for event 4000020,2025-03-18,Active
Signup,Transactional,Description for event 4000026,2025-03-18,Active
AddToCart,Transactional,Description for event 4000028,2025-03-18,Active
Checkout,Transactional,Description for event 4000032,2025-03-18,Active
Signup,Social,Description for event 4000033,2025-03-18,Archived
ProductView,Transactional,Description for event 4000034,2025-03-18,Active
AddToCart,Social,Description for event 4000035,2025-03-18,Archived
Logout,Transactional,Description for event 4000036,2025-03-18,Active
Checkout,Social,Description for event 4000039,2025-03-18,Archived
AddToCart,Transactional,Description for event 4000042,2025-03-18,Active
Subscription,Transactional,Description for event 4000044,2025-03-18,Active
Login,Social,Description for event 4000045,2025-03-18,Archived
AddToCart,Social,Description for event 4000049,2025-03-18,Archived
Subscription,Social,Description for event 4000051,2025-03-18,Archived
Login,Transactional,Description for event 4000052,2025-03-18,Active
ProductView,Social,Description for event 4000055,2025-03-18,Archived
AddToCart,Transactional,Description for event 4000056,2025-03-18,Active
Subscription,Transactional,Description for event 4000058,2025-03-18,Active
Login,Social,Description for event 4000059,2025-03-18,Archived
Checkout,Transactional,Description for event 4000060,2025-03-18,Active
Subscription,Social,Description for event 4000065,2025-03-18,Archived
Login,Transactional,Description for event 4000066,2025-03-18,Active
Signup,Transactional,Description for event 4000068,2025-03-18,Active
AddToCart,Transactional,Description for event 4000070,2025-03-18,Active
Logout,Social,Description for event 4000071,2025-03-18,Archived
Login,Social,Description for event 4000073,2025-03-18,Archived
Checkout,Transactional,Description for event 4000074,2025-03-18,Active
Signup,Social,Description for event 4000075,2025-03-18,Archived
ProductView,Transactional,Description for event 4000076,2025-03-18,Active
AddToCart,Social,Description for event 4000077,2025-03-18,Archived
Logout,Transactional,Description for event 4000078,2025-03-18,Active
Subscription,Social,Description for event 4000079,2025-03-18,Archived
Checkout,Social,Description for event 4000081,2025-03-18,Archived
Signup,Transactional,Description for event 4000082,2025-03-18,Active
ProductView,Social,Description for event 4000083,2025-03-18,Archived
AddToCart,Transactional,Description for event 4000084,2025-03-18,Active
Subscription,Transactional,Description for event 4000086,2025-03-18,Active
Signup,Social,Description for event 4000089,2025-03-18,Archived
ProductView,Transactional,Description for event 4000090,2025-03-18,Active
Subscription,Social,Description for event 4000093,2025-03-18,Archived
Login,Transactional,Description for event 4000094,2025-03-18,Active
Signup,Transactional,Description for event 4000096,2025-03-18,Active
ProductView,Social,Description for event 4000097,2025-03-18,Archived
Login,Transactional,Description for event 5000002,2025-03-18,Active
Checkout,Social,Description for event 5000003,2025-03-18,Archived
Signup,Transactional,Description for event 5000004,2025-03-18,Active
ProductView,Social,Description for event 5000005,2025-03-18,Archived
Logout,Social,Description for event 5000007,2025-03-18,Archived
Login,Social,Description for event 5000009,2025-03-18,Archived
ProductView,Transactional,Description for event 5000012,2025-03-18,Active
Logout,Transactional,Description for event 5000014,2025-03-18,Active
Login,Transactional,Description for event 5000016,2025-03-18,Active
Login,Social,Description for event 5000023,2025-03-18,Archived
Signup,Social,Description for event 5000025,2025-03-18,Archived
AddToCart,Social,Description for event 5000027,2025-03-18,Archived
Subscription,Social,Description for event 5000029,2025-03-18,Archived
Checkout,Social,Description for event 5000031,2025-03-18,Archived
Signup,Transactional,Description for event 5000032,2025-03-18,Active
Login,Social,Description for event 5000037,2025-03-18,Archived
Signup,Social,Description for event 5000039,2025-03-18,Archived
ProductView,Transactional,Description for event 5000040,2025-03-18,Active
AddToCart,Social,Description for event 5000041,2025-03-18,Archived
Checkout,Social,Description for event 5000045,2025-03-18,Archived
Signup,Transactional,Description for event 5000046,2025-03-18,Active
ProductView,Social,Description for event 5000047,2025-03-18,Archived
Checkout,Transactional,Description for event 5000052,2025-03-18,Active
Signup,Social,Description for event 5000053,2025-03-18,Archived
ProductView,Transactional,Description for event 5000054,2025-03-18,Active
AddToCart,Social,Description for event 5000055,2025-03-18,Archived
Login,Transactional,Description for event 5000058,2025-03-18,Active
Signup,Transactional,Description for event 5000060,2025-03-18,Active
ProductView,Social,Description for event 5000061,2025-03-18,Archived
Checkout,Transactional,Description for event 5000066,2025-03-18,Active
Signup,Social,Description for event 5000067,2025-03-18,Archived
ProductView,Transactional,Description for event 5000068,2025-03-18,Active
AddToCart,Social,Description for event 5000069,2025-03-18,Archived
Subscription,Social,Description for event 5000071,2025-03-18,Archived
Login,Transactional,Description for event 5000072,2025-03-18,Active
Signup,Transactional,Description for event 5000074,2025-03-18,Active
ProductView,Social,Description for event 5000075,2025-03-18,Archived
Logout,Social,Description for event 5000077,2025-03-18,Archived
Subscription,Transactional,Description for event 5000078,2025-03-18,Active
Login,Social,Description for event 5000079,2025-03-18,Archived
Checkout,Transactional,Description for event 5000080,2025-03-18,Active
ProductView,Transactional,Description for event 5000082,2025-03-18,Active
AddToCart,Transactional,Description for event 5000090,2025-03-18,Active
Login,Social,Description for event 5000093,2025-03-18,Archived
Checkout,Transactional,Description for event 5000094,2025-03-18,Active
Signup,Social,Description for event 5000095,2025-03-18,Archived
ProductView,Transactional,Description for event 5000096,2025-03-18,Active
AddToCart,Social,Description for event 5000097,2025-03-18,Archived
Logout,Transactional,Description for event 5000098,2025-03-18,Active
Subscription,Social,Description for event 5000099,2025-03-18,Archived
Login,Transactional,Description for event 5000100,2025-03-18,Active
